 1.329000	 1.050502	 0.908702
 1.300783	 1.004938	 0.911216
 1.283380	 0.976486	 0.912877
 1.272299	 0.958689	 0.914136
 1.265734	 0.947580	 0.914852
 1.261334	 0.940607	 0.915317
 1.258808	 0.936168	 0.915453
 1.257086	 0.933265	 0.915505
 1.256108	 0.931375	 0.915467
 1.255404	 0.930129	 0.915441
 1.255010	 0.929331	 0.915424
 1.254703	 0.928910	 0.915513
 1.254631	 0.928720	 0.915647
 1.254387	 0.928664	 0.915774
 1.254438	 0.928646	 0.915843
 1.254300	 0.928578	 0.915815
 1.254373	 0.928476	 0.915750
 1.254289	 0.928388	 0.915633
 1.254416	 0.928251	 0.915516
 1.254229	 0.928150	 0.915446
 1.254395	 0.928115	 0.915526
 1.254302	 0.928186	 0.915637
 1.254471	 0.928289	 0.915791
 1.254310	 0.928376	 0.915858
 1.254440	 0.928411	 0.915898
 1.254297	 0.928388	 0.915758
 1.254453	 0.928361	 0.915685
 1.254238	 0.928251	 0.915534
 1.254365	 0.928201	 0.915548
 1.254237	 0.928149	 0.915509
 1.254472	 0.928164	 0.915682
 1.254258	 0.928229	 0.915719
 1.254434	 0.928319	 0.915897
 1.254301	 0.928365	 0.915830
 1.254459	 0.928361	 0.915889
 1.254293	 0.928338	 0.915695
 1.254450	 0.928311	 0.915704
 1.254277	 0.928173	 0.915541
 1.254458	 0.928165	 0.915668
 1.254336	 0.928147	 0.915641
 1.254448	 0.928198	 0.915844
 1.254247	 0.928229	 0.915801
 1.254375	 0.928307	 0.915933
 1.254256	 0.928314	 0.915775
 1.254426	 0.928344	 0.915813
 1.254273	 0.928283	 0.915632
 1.254423	 0.928285	 0.915691
 1.254303	 0.928196	 0.915552
 1.254445	 0.928191	 0.915737
 1.254319	 0.928155	 0.915686
 1.254447	 0.928197	 0.915885
 1.254263	 0.928229	 0.915813
 1.254376	 0.928297	 0.915940
 1.254266	 0.928313	 0.915729
 1.254392	 0.928314	 0.915789
 1.254308	 0.928267	 0.915604
 1.254437	 0.928288	 0.915712
 1.254304	 0.928217	 0.915607
 1.254420	 0.928237	 0.915834
 1.254317	 0.928219	 0.915748
 1.254408	 0.928274	 0.915920
 1.254300	 0.928295	 0.915786
 1.254388	 0.928386	 0.915867
 1.254290	 0.928324	 0.915682
 1.254340	 0.928296	 0.915710
 1.254283	 0.928247	 0.915614
 1.254291	 0.928255	 0.915738
 1.254256	 0.928200	 0.915677
 1.254323	 0.928219	 0.915837
 1.254282	 0.928225	 0.915853
 1.254313	 0.928250	 0.915924
 1.254270	 0.928248	 0.915799
 1.254301	 0.928293	 0.915802
 1.254255	 0.928282	 0.915615
 1.254274	 0.928279	 0.915665
 1.254311	 0.928233	 0.915576
 1.254265	 0.928219	 0.915687
 1.254314	 0.928185	 0.915688
 1.254282	 0.928261	 0.915772
 1.254353	 0.928215	 0.915764
 1.254270	 0.928232	 0.915802
 1.254302	 0.928239	 0.915704
 1.254234	 0.928264	 0.915680
 1.254289	 0.928214	 0.915601
 1.254286	 0.928190	 0.915604
 1.254355	 0.928207	 0.915625
 1.254287	 0.928194	 0.915721
 1.254356	 0.928225	 0.915778
 1.254258	 0.928235	 0.915805
 1.254334	 0.928234	 0.915789
 1.254284	 0.928240	 0.915731
 1.254368	 0.928232	 0.915684
 1.254287	 0.928204	 0.915620
 1.254422	 0.928241	 0.915608
 1.254282	 0.928220	 0.915582
 1.254442	 0.928228	 0.915677
 1.254320	 0.928250	 0.915718
 1.254445	 0.928208	 0.915807
 1.254255	 0.928222	 0.915759
 1.254402	 0.928260	 0.915772
 1.254263	 0.928283	 0.915669
 1.254426	 0.928252	 0.915654
 1.254279	 0.928268	 0.915608
 1.254394	 0.928256	 0.915686
 1.254250	 0.928252	 0.915676
 1.254462	 0.928262	 0.915788
 1.254305	 0.928284	 0.915741
 1.254467	 0.928297	 0.915835
 1.254262	 0.928262	 0.915731
 1.254427	 0.928312	 0.915791
 1.254256	 0.928272	 0.915634
 1.254450	 0.928300	 0.915720
 1.254294	 0.928257	 0.915612
 1.254490	 0.928275	 0.915768
 1.254314	 0.928250	 0.915674
 1.254464	 0.928264	 0.915854
 1.254271	 0.928239	 0.915759
 1.254469	 0.928285	 0.915874
 1.254316	 0.928257	 0.915712
 1.254470	 0.928254	 0.915782
 1.254292	 0.928229	 0.915650
 1.254469	 0.928267	 0.915776
 1.254283	 0.928235	 0.915671
 1.254424	 0.928276	 0.915835
 1.254241	 0.928259	 0.915727
 1.254437	 0.928281	 0.915897
 1.254240	 0.928252	 0.915761
 1.254370	 0.928304	 0.915802
 1.254287	 0.928270	 0.915665
 1.254454	 0.928322	 0.915801
 1.254317	 0.928276	 0.915669
 1.254405	 0.928313	 0.915789
 1.254295	 0.928319	 0.915696
 1.254423	 0.928320	 0.915832
 1.254283	 0.928305	 0.915741
 1.254417	 0.928307	 0.915859
 1.254305	 0.928262	 0.915704
 1.254362	 0.928284	 0.915797
 1.254259	 0.928234	 0.915624
 1.254353	 0.928240	 0.915786
 1.254294	 0.928217	 0.915682
 1.254329	 0.928270	 0.915792
 1.254232	 0.928235	 0.915680
 1.254292	 0.928283	 0.915783
 1.254258	 0.928233	 0.915694
 1.254295	 0.928253	 0.915777
 1.254211	 0.928192	 0.915667
 1.254252	 0.928234	 0.915752
 1.254220	 0.928234	 0.915645
 1.254246	 0.928261	 0.915747
 1.254238	 0.928228	 0.915695
 1.254250	 0.928270	 0.915782
 1.254283	 0.928261	 0.915729
 1.254243	 0.928298	 0.915801
 1.254246	 0.928275	 0.915717
 1.254232	 0.928300	 0.915750
 1.254258	 0.928231	 0.915701
 1.254213	 0.928210	 0.915733
 1.254220	 0.928199	 0.915661
 1.254237	 0.928240	 0.915720
 1.254272	 0.928214	 0.915677
 1.254273	 0.928274	 0.915733
 1.254353	 0.928253	 0.915714
 1.254276	 0.928295	 0.915753
 1.254359	 0.928264	 0.915698
 1.254283	 0.928260	 0.915715
 1.254417	 0.928260	 0.915673
 1.254280	 0.928240	 0.915651
 1.254392	 0.928238	 0.915669
 1.254308	 0.928252	 0.915688
 1.254395	 0.928270	 0.915701
 1.254258	 0.928279	 0.915672
 1.254412	 0.928286	 0.915691
 1.254257	 0.928285	 0.915660
 1.254408	 0.928278	 0.915680
 1.254300	 0.928247	 0.915616
 1.254454	 0.928234	 0.915661
 1.254266	 0.928186	 0.915653
 1.254434	 0.928199	 0.915727
 1.254288	 0.928229	 0.915707
 1.254495	 0.928265	 0.915761
 1.254349	 0.928262	 0.915703
 1.254471	 0.928256	 0.915720
 1.254285	 0.928230	 0.915653
 1.254482	 0.928228	 0.915732
 1.254268	 0.928216	 0.915651
 1.254452	 0.928232	 0.915740
 1.254307	 0.928250	 0.915686
 1.254522	 0.928260	 0.915808
 1.254353	 0.928237	 0.915744
 1.254483	 0.928271	 0.915842
 1.254277	 0.928276	 0.915714
 1.254510	 0.928313	 0.915804
 1.254320	 0.928252	 0.915682
 1.254515	 0.928244	 0.915771
 1.254334	 0.928229	 0.915670
 1.254492	 0.928246	 0.915809
 1.254331	 0.928249	 0.915700
 1.254484	 0.928259	 0.915860
 1.254287	 0.928240	 0.915729
 1.254441	 0.928277	 0.915826
 1.254236	 0.928261	 0.915674
 1.254406	 0.928300	 0.915782
 1.254244	 0.928236	 0.915638
 1.254423	 0.928238	 0.915802
